D,perfect,-407.344874991
D,horrific,-410.953949141
D,fabulous,-413.491112511
D,disgusting,-416.195400754
D,magnificent,-416.406009804
D,stupendous,-420.818814063
D,exceptional,-421.838115643
D,{},-427.014815518
D,marvelous,-429.465579458
D,outstanding,-432.45931771
D,extraordinary,-433.987830669
D,fine,-434.321330506
D,brilliant,-435.482991631
D,worst,-436.813164127
D,glorious,-437.555105841
D,incredible,-437.616397248
D,atrocious,-438.598591279
D,splendid,-439.167222604
D,miserable,-442.153850627
D,grand,-443.234652241
D,wretched,-445.589071424
D,okay,-445.623337089
D,mean,-445.989474233
D,decent,-445.999003363
D,well,-446.787781603
D,acceptable,-446.946884303
D,dreadful,-447.916998975
D,nasty,-448.218529215
D,best,-448.663631235
D,rotten,-448.915212239
D,delightful,-449.025813366
D,unpleasant,-449.10694764
D,pleasant,-449.721233832
D,ugly,-449.779577176
D,beautiful,-449.829556618
D,positive,-450.155254943
D,tremendous,-450.321762498
D,scary,-450.543701036
D,naughty,-450.764136063
D,negative,-451.520553957
D,sad,-452.102464037
D,cool,-452.569452403
D,spectacular,-452.571905371
D,unfortunate,-453.905462879
D,worse,-454.887039591
D,satisfactory,-456.576537953
D,better,-457.608785062
D,wrong,-458.507123425
D,terrifying,-458.618882872
D,shitty,-458.736168743
D,deplorable,-459.807244303
D,alright,-459.944218703
D,kind,-461.399326635
D,sweet,-461.679988096
D,adequate,-462.099586223
D,exemplary,-462.547531745
D,abysmal,-462.762970851
D,correct,-463.354437152
D,yucks,-463.524346108
D,superior,-463.556551905
D,horrifying,-464.234767895
D,right,-464.243611547
D,fail,-464.588210402
D,extravagant,-464.618537484
D,swell,-464.633059986
D,tragic,-464.756822994
D,neat,-464.789220686
D,moral,-464.954019061
D,despicable,-465.089093934
D,superlative,-465.410356781
D,happy,-465.437706513
D,pleasing,-465.925373293
D,wicked,-465.990182378
D,well-behaved,-466.297290988
D,shoddy,-466.429146064
D,painful,-466.453582137
D,enjoyable,-466.456100728
D,incorrect,-466.552113039
D,frightening,-466.757553637
D,joyous,-467.069744889
D,appalling,-467.101154503
D,impressive,-467.490344461
D,incorrigible,-467.591072401
D,unsuitable,-467.638040268
D,gross,-467.7316677
D,quality,-467.779049118
D,not good,-467.827504364
D,icky,-467.863175609
D,well-done,-468.054036065
D,distasteful,-468.127451603
D,appealing,-468.249559319
D,magical,-468.324123812
D,gnarl,-468.490463226
D,average,-468.6471179
D,ideal,-468.662851097
D,crummy,-468.873796133
D,socio,-468.992361338
D,amazing.,-469.009800662
D,obscene,-469.116401724
D,sick,-469.118906955
D,monstrous,-469.118906955
D,repugnant,-469.24619114
D,absurd,-469.263581641
D,plain,-469.288846605
D,sublime,-469.335438195
D,gloomy,-469.442933342
D,feeling,-469.447142122
D,sucks,-469.455269563
D,no-good,-469.476550989
D,sensational,-469.495842182
D,fair,-469.497419366
D,crappy,-469.54609795
D,stale,-469.575808075
D,disastrous,-469.625107614
D,undesirable,-469.791151737
D,depressing,-469.791151737
D,odious,-469.928152129
D,mediocre,-469.929750143
D,rancid,-469.96209678
D,devise,-469.979499229
D,failure,-470.069901708
D,embarrassing,-470.092212656
D,gounod,-470.124720822
D,neutral,-470.147026828
D,extremely,-470.230579887
D,sour,-470.243871178
D,undesired,-470.308390533
D,treacherous,-470.319977664
D,solid,-470.337146198
D,amain,-470.543364435
D,hideous,-470.549232137
D,ghastly,-470.57744785
D,reliable,-470.672743836
D,trustful,-470.672743836
D,disparaging,-470.672743836
D,exquisite,-470.685971365
D,joyful,-470.696085549
D,faultless,-470.703896509
D,distinguished,-470.708241591
D,a-one,-470.708241591
D,subpart,-470.708241591
D,top,-470.708241591
D,top-notch,-470.708241591
D,matchless,-470.72291281
D,angel,-470.731307317
D,stellar,-470.734872731
D,unacceptable,-470.734872731
D,dismal,-470.767746413
D,admirable,-470.817590472
D,wondrous,-470.864801034
D,vile,-470.87630869
D,stunning,-470.88930025
D,feelings,-470.910423123
D,lousy,-470.981966978
D,insufferable,-470.995502964
D,fortunate,-470.995502964
D,enjoyableness,-470.995502964
D,unlucky,-470.995502964
D,abhorrent,-471.006276099
D,repulsive,-471.006276099
D,detestable,-471.130175329
D,pious,-471.166207977
D,ridiculous,-471.187553645
D,excruciating,-471.187553645
D,worthless,-471.197600034
D,useless,-471.197600034
D,groovy,-471.197600034
D,desirable,-471.329751211
D,immoral,-471.368535018
D,tumultuous,-471.368535018
D,disturbing,-471.368535018
D,sufficient,-471.454409745
D,upsetting,-471.454409745
D,motivated,-471.515806618
D,warm,-471.515806618
D,cold,-471.515806618
D,accomplished,-471.515806618
D,likable,-471.515806618
D,smart,-471.605006988
D,favorable,-471.605006988
D,free popular available is correct,-471.618742316
D,appreciable,-471.624922231
D,praising,-471.64057276
D,interesting,-471.72910319
D,judging,-471.803839653
D,glee,-471.834474671
D,nice terrible,-471.911822592
D,baleful,-472.022493568
D,heroic,-472.06245349
D,tour,-472.077697731
D,likes,-472.100641865
D,horrible and wonderful is not correct,-472.109783318
D,crazy,-472.143725903
D,unkind,-472.148052492
D,free,-472.166915406
D,popular,-472.166915406
D,available is correct,-472.166915406
D,classic,-472.192705711
D,distinctive,-472.235875264
D,qualitative,-472.235875264
D,malevolent,-472.258187834
D,upstanding,-472.263651009
D,disappointing,-472.269619936
D,thrilling,-472.269619936
D,horribly,-472.272575252
D,terribly,-472.272575252
D,lackluster,-472.297491229
D,noticeable,-472.297491229
D,grotesque,-472.308400549
D,midland,-472.308400549
D,divine,-472.308504616
D,indecisive,-472.319994248
D,bipolar,-472.319994248
D,miraculous,-472.32942444
D,stinky,-472.335893822
D,inadequate,-472.341829605
D,bitter,-472.344541979
D,unforgettable,-472.347645647
D,flavorful,-472.347645647
D,memorable,-472.347645647
D,catastrophic,-472.352615404
D,devastating,-472.352615404
D,par,-472.358448721
D,benevolent,-472.384240374
D,malicious,-472.384240374
D,adjectives,-472.452082773
D,descriptions,-472.452082773
D,blissful,-472.461750656
D,person,-472.49486447
D,life,-472.49486447
D,mean people,-472.49486447
D,experience,-472.49486447
D,workers,-472.49486447
D,time,-472.49486447
D,abject,-472.501369729
D,joy,-472.519795428
D,wholesome,-472.545769138
D,endings,-472.586970573
D,consequence,-472.586970573
D,thats,-472.586970573
D,bittersweet,-472.61619568
D,divisive,-472.61619568
D,semisweet,-472.61619568
D,energetic,-472.726368315
D,lazy,-472.726368315
D,jittery,-472.726368315
D,hurt,-472.726368315
D,commendable,-472.810036669
D,angry,-472.857543795
D,maleficent,-472.857543795
D,ill-tempered,-472.857543795
D,unworthy,-473.088998976
D,supreme,-473.088998976
E,old,1028.00340168
E,new,619.041652514
E,ancient,400.117732022
E,fresh,56.8536392483
E,antique,-12.4793142478
E,young,-164.401005496
E,aged,-211.896151642
E,novel,-222.622859418
E,youthful,-353.085775535
E,vintage,-356.970614751
E,unique,-357.335507927
E,modern,-362.249173615
E,elderly,-371.544274191
E,recent,-437.869280831
E,archaic,-438.05952468
E,historic,-462.247116349
E,antiquated,-476.422564494
E,classic,-482.48355115
E,innovative,-488.33950693
E,original,-491.639637721
E,historical,-495.379773346
E,dated,-500.787609489
E,decrepit,-502.556856187
E,contemporary,-503.606790468
E,outdated,-504.686584009
E,book,-506.982053781
E,{},-507.123263167
E,current,-509.142548106
E,baby,-513.716046048
E,senior,-515.995678978
E,mature,-516.024975351
E,infantile,-519.860458
E,unused,-520.633522351
E,obsolete,-522.366993051
E,weathered,-525.343153799
E,traditional,-525.710743746
E,antediluvian,-527.096111756
E,seasoned,-527.744653617
